| 2.6000|0.9953456|0.9954795|0.9956100|0.9957371|0.9958608|0.9959814|0.9960988|0.9962131|0.9963244|0.9964328|0.9965383|
| 2.7000|0.9965383|0.9966409|0.9967409|0.9968381|0.9969327|0.9970248|0.9971144|0.9972015|0.9972863|0.9973687|0.9974488|
| 2.8000|0.9974488|0.9975268|0.9976026|0.9976763|0.9977479|0.9978175|0.9978852|0.9979509|0.9980148|0.9980769|0.9981372|
| 2.9000|0.9981372|0.9981958|0.9982527|0.9983079|0.9983616|0.9984137|0.9984643|0.9985134|0.9985611|0.9986074|0.9986523|
| 3.0000|0.9986523|0.9986959|0.9987382|0.9987793|0.9988191|0.9988577|0.9988952|0.9989315|0.9989668|0.9990009|0.9990341|
| 3.1000|0.9990341|0.9990662|0.9990973|0.9991275|0.9991567|0.9991851|0.9992125|0.9992391|0.9992649|0.9992899|0.9993141|
| 3.2000|0.9993141|0.9993375|0.9993602|0.9993822|0.9994034|0.9994240|0.9994439|0.9994632|0.9994819|0.9995000|0.9995175|
| 3.3000|0.9995175|0.9995344|0.9995507|0.9995666|0.9995819|0.9995967|0.9996110|0.9996249|0.9996383|0.9996512|0.9996637|
| 3.4000|0.9996637|0.9996758|0.9996875|0.9996988|0.9997097|0.9997203|0.9997304|0.9997403|0.9997498|0.9997590|0.9997678|
| 3.5000|0.9997678|0.9997764|0.9997847|0.9997926|0.9998003|0.9998078|0.9998150|0.9998219|0.9998286|0.9998350|0.9998412|
| 3.6000|0.9998412|0.9998472|0.9998530|0.9998586|0.9998640|0.9998692|0.9998742|0.9998790|0.9998836|0.9998881|0.9998924|
| 3.7000|0.9998924|0.9998966|0.9999006|0.9999045|0.9999082|0.9999118|0.9999152|0.9999186|0.9999218|0.9999249|0.9999278|
| 3.8000|0.9999278|0.9999307|0.9999334|0.9999361|0.9999386|0.9999411|0.9999434|0.9999457|0.9999479|0.9999500|0.9999520|
| 3.9000|0.9999520|0.9999540|0.9999558|0.9999576|0.9999594|0.9999610|0.9999626|0.9999642|0.9999656|0.9999671|0.9999684|
| 4.0000|0.9999684|0.9999697|0.9999710|0.9999722|0.9999734|0.9999745|0.9999755|0.9999766|0.9999776|0.9999785|0.9999794|
